,UNIQUEID,DRUG,SOURCE,METHOD_3,PHENOTYPE,METHOD_MIC
1299,site.08.subj.02TB2678.lab.26525.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
1300,site.08.subj.BTN_P307_18.lab.BTN_P307_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1301,site.08.subj.BTN_P264_18.lab.BTN_P264_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
1302,site.08.subj.BTN_P235_16.lab.BTN_P235_16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
1303,site.08.subj.02TB2282.lab.26116.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
1304,site.08.subj.BTN_P34_18.lab.BTN_P34_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1305,site.08.subj.05TB31047.lab.2042.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1306,site.08.subj.23TB03-209.lab.2068.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
1307,site.08.subj.BTN_P147_17.lab.BTN_P147_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1308,site.08.subj.02TB2602.lab.26083.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1309,site.08.subj.BTN_P171_17.lab.BTN_P171_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
1310,site.08.subj.BTN_P319_18.lab.BTN_P319_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1311,site.08.subj.BTN_P397_18.lab.BTN_P397_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1312,site.08.subj.BTN_P306_18.lab.BTN_P306_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1313,site.08.subj.24TB-068.lab.2205.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
1314,site.08.subj.BTN_P199_18.lab.BTN_P199_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1315,site.08.subj.BTN_P370_16.lab.BTN_P370_16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
1316,site.08.subj.BTN_P112_17.lab.BTN_P112_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
1317,site.08.subj.02TB2579.lab.25817.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1318,site.08.subj.02TB2461.lab.25917.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1319,site.08.subj.BTN_P452_18.lab.BTN_P452_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1320,site.08.subj.28TB-D05-003.lab.2803.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
1321,site.08.subj.BTN_P279_18.lab.BTN_P279_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1322,site.08.subj.BTN_P52_16.lab.BTN_P52_16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,<=0.008
1323,site.08.subj.BTN_P322_18.lab.BTN_P322_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1324,site.08.subj.02TB2807.lab.26602.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
1325,site.08.subj.BTN_P30_17.lab.BTN_P30_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
1326,site.08.subj.DTU-114.lab.2274.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1327,site.08.subj.BTN_P329_17.lab.BTN_P329_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1328,site.08.subj.05TB21085.lab.25022.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1329,site.08.subj.BTN_P208_16.lab.BTN_P208_16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
1330,site.08.subj.BTN_P345_18.lab.BTN_P345_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1331,site.08.subj.23TB03-238.lab.2157.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
1332,site.08.subj.05TB33013.lab.1807.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1333,site.08.subj.02TB2853.lab.26595.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
1334,site.08.subj.05TB11102.lab.28154.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1335,site.08.subj.BTN_P78_16.lab.BTN_P78_16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,<=0.008
1336,site.08.subj.BTN_P264_17.lab.BTN_P264_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
1337,site.08.subj.BTN_P501_16.lab.BTN_P501_16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,<=0.008
1338,site.08.subj.BTN_P358_17.lab.BTN_P358_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1339,site.08.subj.BTN_P457_17.lab.BTN_P457_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
1340,site.08.subj.05TB12013.lab.24029.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
1341,site.08.subj.05TB12013.lab.24028.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
1342,site.08.subj.BTN_P298_17.lab.BTN_P298_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1343,site.08.subj.BTN_P384_17.lab.BTN_P384_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
1344,site.08.subj.BTN_P25_17.lab.BTN_P25_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1345,site.08.subj.24TB-088.lab.2259.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
1346,site.08.subj.02TB2788.lab.26543.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1347,site.08.subj.02TB2538.lab.26732.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1348,site.08.subj.02TB0334.lab.17491.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
1349,site.08.subj.02TB0334.lab.17201.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.25
1350,site.08.subj.02TB0334.lab.17436.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
1351,site.08.subj.BTN_P386_17.lab.BTN_P386_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
1352,site.08.subj.BTN_P579_16.lab.BTN_P579_16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,<=0.008
1353,site.08.subj.05TB41003.lab.1769.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1354,site.08.subj.BTN_P175_16.lab.BTN_P175_16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,<=0.008
1355,site.08.subj.05TB31037.lab.1996.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1356,site.08.subj.02TB1940.lab.21660.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
1357,site.08.subj.02TB1940.lab.21698.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
1358,site.08.subj.02TB1565.lab.20948.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
1359,site.08.subj.BTN_P17_18.lab.BTN_P17_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
1360,site.08.subj.02TB2906.lab.26607.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
1361,site.08.subj.02TB2571.lab.25783.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1362,site.08.subj.02TB2315.lab.26561.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1363,site.08.subj.BTN_VIS59_18.lab.BTN_VIS59_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1364,site.08.subj.05TB22105.lab.27035.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1365,site.08.subj.02TB1455.lab.19891.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
1366,site.08.subj.BTN_P447_17.lab.BTN_P447_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,<=0.008
1367,site.08.subj.BTN_P35_16.lab.BTN_P35_16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1368,site.08.subj.02TB2473.lab.26103.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
1369,site.08.subj.02TB2016.lab.24551.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
1370,site.08.subj.BTN_P501_17.lab.BTN_P501_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
1371,site.08.subj.BTN_P267_17.lab.BTN_P267_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
1372,site.08.subj.BTN_P200_18.lab.BTN_P200_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.12
1373,site.08.subj.05TB21077.lab.25204.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1374,site.08.subj.BTN_P290_17.lab.BTN_P290_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
1375,site.08.subj.02TB0688.lab.19006.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
1376,site.08.subj.02TB2205.lab.26058.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
1377,site.08.subj.23TB03-206.lab.2069.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
1378,site.08.subj.BTN_P40_18.lab.BTN_P40_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1379,site.08.subj.BTN_P173_16.lab.BTN_P173_16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
1380,site.08.subj.BTN_VIS76_17.lab.BTN_VIS76_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
1381,site.08.subj.02TB2331.lab.25919.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
1382,site.08.subj.02TB1986.lab.21852.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
1383,site.08.subj.02TB1986.lab.22508.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
1384,site.08.subj.02TB1881.lab.21392.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
1385,site.08.subj.BTN_P317_18.lab.BTN_P317_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
1386,site.08.subj.24TB00-039.lab.2366.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
1387,site.08.subj.24TB00-039.lab.2407.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
1388,site.08.subj.05TB43013.lab.1873.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
1389,site.08.subj.BTN_P213_18.lab.BTN_P213_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
1390,site.08.subj.02TB1761.lab.21099.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
1391,site.08.subj.05TB11045.lab.24822.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1392,site.08.subj.BTN_P399_17.lab.BTN_P399_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1393,site.08.subj.05TB11072.lab.25495.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1394,site.08.subj.05TB42045.lab.1907.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.12
1395,site.08.subj.05TB11003.lab.21882.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1396,site.08.subj.23TB03-248.lab.2239.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
1397,site.08.subj.BTN_P53_17.lab.BTN_P53_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,<=0.008
1398,site.08.subj.DTU-067.lab.2163.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
1399,site.08.subj.BTN_VIS14_17.lab.BTN_VIS14_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,<=0.008
1400,site.08.subj.BTN_P365_18.lab.BTN_P365_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1401,site.08.subj.BTN_P43_16.lab.BTN_P43_16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
1402,site.08.subj.BTN_EP121_18.lab.BTN_EP121_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1403,site.08.subj.23TB03-245.lab.2192.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
1404,site.08.subj.05TB11057.lab.25203.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1405,site.08.subj.02TB2502.lab.25796.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1406,site.08.subj.05TB42035.lab.1856.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1407,site.08.subj.05TB33031.lab.2005.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
1408,site.08.subj.BTN_P270_18.lab.BTN_P270_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1409,site.08.subj.BTN_P359_18.lab.BTN_P359_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1410,site.08.subj.23TB03-203.lab.2121.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
1411,site.08.subj.BTN_P290_18.lab.BTN_P290_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1412,site.08.subj.02TB2573.lab.25794.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1413,site.08.subj.BTN_EP466_16.lab.BTN_EP466_16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
1414,site.08.subj.BTN_P528_17.lab.BTN_P528_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
1415,site.08.subj.02TB1922.lab.21350.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
1416,site.08.subj.02TB1922.lab.21394.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
1417,site.08.subj.BTN_P231_18.lab.BTN_P231_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1418,site.08.subj.BTN_P380_18.lab.BTN_P380_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1419,site.08.subj.BTN_P388_18.lab.BTN_P388_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1420,site.08.subj.BTN_P170_18.lab.BTN_P170_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1421,site.08.subj.28TB-D13-004.lab.2573.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
1422,site.08.subj.02TB2429.lab.26255.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
1423,site.08.subj.02TB2238.lab.26722.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1424,site.08.subj.02TB2847.lab.26539.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1425,site.08.subj.05TB32009.lab.1825.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
1426,site.08.subj.05TB32009.lab.2031.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
1427,site.08.subj.05TB32009.lab.1798.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
1428,site.08.subj.DTU-064.lab.2174.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
1429,site.08.subj.05TB11104.lab.27732.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
1430,site.08.subj.05TB11104.lab.28155.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1431,site.08.subj.02TB2410.lab.26072.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
1432,site.08.subj.DTU-102.lab.2228.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
1433,site.08.subj.24TB-078.lab.2217.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
1434,site.08.subj.02TB2722.lab.26601.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1435,site.08.subj.BTN_P507_17.lab.BTN_P507_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
1436,site.08.subj.BTN_P6_17.lab.BTN_P6_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
1437,site.08.subj.BTN_P75_17.lab.BTN_P75_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.12
1438,site.08.subj.BTN_P350_18.lab.BTN_P350_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1439,site.08.subj.02TB1452.lab.20351.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
1440,site.08.subj.23TB03-130.lab.2154.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
1441,site.08.subj.BTN_P149_18.lab.BTN_P149_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1442,site.08.subj.BTN_P481_17.lab.BTN_P481_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
1443,site.08.subj.BTN_P210_17.lab.BTN_P210_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
1444,site.08.subj.BTN_P76_17.lab.BTN_P76_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
1445,site.08.subj.02TB0681.lab.20773.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
1446,site.08.subj.02TB0681.lab.18619.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
1447,site.08.subj.05TB13019.lab.26137.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
1448,site.08.subj.BTN_P43_17.lab.BTN_P43_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1449,site.08.subj.02TB0059.lab.16991.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
1450,site.08.subj.05TB33010.lab.1799.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
1451,site.08.subj.BTN_P520_16.lab.BTN_P520_16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
1452,site.08.subj.BTN_P532_16.lab.BTN_P532_16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,<=0.008
1453,site.08.subj.05TB11012.lab.23370.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
1454,site.08.subj.05TB11077.lab.25651.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1455,site.08.subj.02TB1875.lab.21106.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
1456,site.08.subj.05TB12026.lab.25597.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
1457,site.08.subj.05TB33005.lab.1776.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1458,site.08.subj.05TB12007.lab.21920.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1459,site.08.subj.BTN_P426_16.lab.BTN_P426_16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1460,site.08.subj.02TB0695.lab.18228.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
1461,site.08.subj.BTN_P262_18.lab.BTN_P262_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1462,site.08.subj.05TB41039.lab.1914.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
1463,site.08.subj.05TB42049.lab.1918.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1464,site.08.subj.BTN_P126_16.lab.BTN_P126_16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
1465,site.08.subj.05TB21132.lab.27001.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
1466,site.08.subj.BTN_P450_16.lab.BTN_P450_16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
1467,site.08.subj.02TB1570.lab.21263.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
1468,site.08.subj.02TB1570.lab.20768.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
1469,site.08.subj.02TB1570.lab.21095.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
1470,site.08.subj.02TB1570.lab.20772.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
1471,site.08.subj.28TB-D16-007.lab.2987.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
1472,site.08.subj.05TB11024.lab.23963.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1473,site.08.subj.05TB11013.lab.24035.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1474,site.08.subj.28TB-D18-004.lab.3084.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
1475,site.08.subj.BTN_P435_18.lab.BTN_P435_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1476,site.08.subj.02TB2609.lab.26108.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
1477,site.08.subj.05TB41040.lab.1945.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
1478,site.08.subj.02TB2284.lab.26193.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.25
1479,site.08.subj.BTN_P135_18.lab.BTN_P135_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
1480,site.08.subj.24TB-073.lab.2275.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
1481,site.08.subj.24TB-073.lab.2213.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
1482,site.08.subj.24TB00-034.lab.2304.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
1483,site.08.subj.24TB00-034.lab.2305.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
1484,site.08.subj.02TB1449.lab.21046.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
1485,site.08.subj.BTN_P2_18.lab.BTN_P2_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1486,site.08.subj.02TB2384.lab.25862.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1487,site.08.subj.BTN_P576_16.lab.BTN_P576_16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
1488,site.08.subj.BTN_P31_18.lab.BTN_P31_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,<=0.008
1489,site.08.subj.BTN_P183_18.lab.BTN_P183_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1490,site.08.subj.05TB13024.lab.27002.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1491,site.08.subj.BTN_P100_18.lab.BTN_P100_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1492,site.08.subj.05TB41012.lab.1827.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1493,site.08.subj.BTN_P415_18.lab.BTN_P415_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1494,site.08.subj.02TB2416.lab.26341.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1495,site.08.subj.05TB31017.lab.1858.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
1496,site.08.subj.02TB2574.lab.25797.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1497,site.08.subj.02TB2730.lab.26726.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
1498,site.08.subj.05TB12020.lab.24977.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
1499,site.08.subj.BTN_P12_16.lab.BTN_P12_16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1500,site.08.subj.BTN_EP82_18.lab.BTN_EP82_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1501,site.08.subj.BTN_P281_17.lab.BTN_P281_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,<=0.008
1502,site.08.subj.02TB1470.lab.20004.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
1503,site.08.subj.BTN_EP37_17.lab.BTN_EP37_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1504,site.08.subj.02TB0847.lab.18611.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
1505,site.08.subj.02TB0847.lab.18609.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
1506,site.08.subj.BTN_P292_18.lab.BTN_P292_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1507,site.08.subj.02TB2561.lab.25819.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1508,site.08.subj.BTN_P441_18.lab.BTN_P441_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
1509,site.08.subj.23TB03-212.lab.2082.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
1510,site.08.subj.05TB33032.lab.2003.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
1511,site.08.subj.BTN_P204_18.lab.BTN_P204_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1512,site.08.subj.24TB-048.lab.2126.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
1513,site.08.subj.BTN_P408_18.lab.BTN_P408_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1514,site.08.subj.05TB13017.lab.25747.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1515,site.08.subj.02TB2454.lab.26059.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
1516,site.08.subj.24TB00-054.lab.2441.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
1517,site.08.subj.BTN_P400_18.lab.BTN_P400_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
1518,site.08.subj.BTN_P238_17.lab.BTN_P238_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,<=0.008
1519,site.08.subj.BTN_P465_16.lab.BTN_P465_16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
1520,site.08.subj.BTN_P336_18.lab.BTN_P336_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,<=0.008
1521,site.08.subj.BTN_EP143_18.lab.BTN_EP143_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
1522,site.08.subj.BTN_P300_18.lab.BTN_P300_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1523,site.08.subj.BTN_EP13_17.lab.BTN_EP13_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,<=0.008
1524,site.08.subj.BTN_P347_18.lab.BTN_P347_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1525,site.08.subj.BTN_P101_16.lab.BTN_P101_16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
1526,site.08.subj.BTN_P463_18.lab.BTN_P463_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1527,site.08.subj.DTU-096.lab.2397.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
1528,site.08.subj.02TB1838.lab.21260.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
1529,site.08.subj.02TB1838.lab.21175.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
1530,site.08.subj.28TB-D12-007.lab.2672.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
1531,site.08.subj.02TB2412.lab.26095.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
1532,site.08.subj.BTN_P425_17.lab.BTN_P425_17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
1533,site.08.subj.02TB2717.lab.26596.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
1534,site.08.subj.28TB-D05-002.lab.2580.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
1535,site.08.subj.02TB0175.lab.17426.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
1536,site.08.subj.05TB43028.lab.1964.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
1537,site.08.subj.BTN_P225_18.lab.BTN_P225_18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
1538,site.08.subj.05TB21101.lab.25839.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
